NO_OF_FRAMES	455
NO_OF_CAMERAS	24
NO_OF_MARKERS	45
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-21, 11:23:03.575	240978.54400470
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	calc_med_left	calc_back_left	calc_lat_left	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	cluster_tibia_right_4	cluster_tibia_right_3	calc_back_right	calc_lat_right	forfoot_lat_right	mal_lat_right	mal_lat_left	mal_med_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Gap-filled	Mixed	Mixed	Mixed	Mixed
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	calc_med_left X	calc_med_left Y	calc_med_left Z	calc_back_left X	calc_back_left Y	calc_back_left Z	calc_lat_left X	calc_lat_left Y	calc_lat_left Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	cluster_tibia_right_4 X	cluster_tibia_right_4 Y	cluster_tibia_right_4 Z	cluster_tibia_right_3 X	cluster_tibia_right_3 Y	cluster_tibia_right_3 Z	calc_back_right X	calc_back_right Y	calc_back_right Z	calc_lat_right X	calc_lat_right Y	calc_lat_right Z	forfoot_lat_right X	forfoot_lat_right Y	forfoot_lat_right Z	mal_lat_right X	mal_lat_right Y	mal_lat_right Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	mal_med_left X	mal_med_left Y	mal_med_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
347	1.73000	844.363	-2255.532	1238.186	834.942	-2280.923	1034.977	853.721	-2155.418	1325.795	842.241	-2080.082	1147.857	930.957	-2211.585	863.470	739.287	-2217.759	851.512	878.876	-2046.647	905.127	784.138	-2043.193	888.599	971.092	-2127.829	920.798	684.294	-2127.290	897.115	994.871	-2216.671	1289.822	706.138	-2188.540	1304.395	1013.526	-2159.357	669.336	1013.736	-2094.339	663.684	988.386	-2107.572	570.637	998.175	-2172.442	583.066	840.693	-2159.223	402.376	0.000	0.000	0.000	955.588	-2136.038	257.841	965.861	-2087.476	283.423	946.260	-2049.698	211.747	935.390	-2099.341	186.586	843.586	-1942.044	19.979	0.000	0.000	0.000	911.981	-1952.052	14.806	817.527	-2102.594	7.312	840.421	-2150.180	3.038	917.965	-2088.839	5.665	651.524	-2176.925	665.539	650.552	-2121.118	651.503	670.394	-2139.887	568.358	663.115	-2198.757	580.670	835.701	-2225.523	403.906	702.255	-2246.018	397.095	702.467	-2139.460	383.713	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	911.959	-1995.631	60.900	834.949	-2006.788	78.486	960.512	-2180.410	388.057	755.457	-2239.877	327.067
348	1.73500	843.303	-2272.402	1241.336	832.962	-2298.496	1038.449	853.610	-2172.058	1328.373	843.325	-2097.367	1150.234	930.697	-2228.774	865.435	739.189	-2234.982	854.810	878.727	-2064.148	907.644	784.112	-2060.432	891.412	971.054	-2145.794	922.290	684.489	-2145.304	899.668	993.945	-2234.612	1292.610	705.841	-2202.929	1307.466	1012.784	-2172.248	669.913	1012.992	-2106.975	666.253	988.214	-2117.552	572.755	997.659	-2182.692	583.273	840.669	-2164.895	402.677	0.000	0.000	0.000	955.487	-2139.137	258.183	966.044	-2090.425	284.726	946.358	-2052.265	213.232	935.589	-2101.537	187.387	843.780	-1942.101	21.642	0.000	0.000	0.000	912.215	-1952.607	16.571	817.537	-2102.739	7.309	840.321	-2150.290	2.862	917.903	-2089.183	5.659	650.623	-2194.922	669.624	650.957	-2139.410	654.527	670.926	-2160.234	571.834	662.499	-2218.834	585.334	834.333	-2246.355	408.729	702.673	-2271.442	403.394	701.457	-2164.462	386.302	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	912.074	-1996.780	62.164	835.454	-2007.401	79.325	960.730	-2185.874	388.288	755.702	-2268.473	332.249
349	1.74000	842.230	-2289.249	1244.882	831.062	-2316.145	1042.400	853.630	-2188.621	1331.214	844.137	-2114.743	1152.757	932.959	-2245.797	867.661	739.162	-2252.157	858.250	878.467	-2082.032	909.820	783.992	-2078.170	894.269	971.206	-2162.990	924.358	684.674	-2162.324	902.998	993.090	-2251.325	1295.794	705.585	-2217.389	1310.807	1012.064	-2185.175	671.071	1012.281	-2119.834	669.386	988.173	-2127.705	575.472	997.205	-2193.046	584.113	839.796	-2169.295	403.643	0.000	0.000	0.000	955.220	-2142.123	259.037	965.886	-2093.136	285.469	946.396	-2054.709	214.962	935.680	-2103.535	188.918	843.952	-1943.161	24.138	0.000	0.000	0.000	912.497	-1953.250	18.971	817.565	-2102.917	7.326	840.248	-2150.408	2.769	918.124	-2089.492	5.805	649.502	-2213.077	674.154	651.235	-2157.822	657.817	671.383	-2180.533	575.767	662.063	-2238.877	590.352	836.146	-2276.566	415.917	703.081	-2296.360	410.079	701.795	-2189.544	388.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	912.544	-1997.636	63.989	835.610	-2008.539	81.030	960.327	-2191.333	389.054	755.553	-2295.914	338.545
350	1.74500	841.178	-2306.171	1248.732	829.290	-2333.859	1046.686	853.557	-2205.228	1334.385	845.180	-2132.181	1155.647	932.762	-2263.494	870.182	739.326	-2269.657	861.804	878.398	-2099.965	912.743	783.856	-2095.806	897.746	971.057	-2181.107	926.764	684.817	-2179.986	906.478	992.382	-2270.436	1299.597	705.374	-2231.939	1314.340	1011.526	-2198.547	672.708	1011.619	-2133.044	672.942	987.970	-2138.096	578.676	996.684	-2203.797	585.571	839.205	-2174.660	404.967	0.000	0.000	0.000	954.930	-2144.891	260.451	965.708	-2097.173	287.370	946.521	-2056.224	217.255	935.423	-2104.886	190.124	844.220	-1943.678	27.214	0.000	0.000	0.000	911.948	-1951.000	20.501	817.591	-2103.102	7.405	840.089	-2150.586	2.667	918.208	-2089.719	6.128	648.625	-2231.278	678.850	651.374	-2176.332	661.496	671.860	-2200.724	579.998	661.896	-2258.800	595.655	835.775	-2300.610	421.986	703.461	-2320.610	417.023	702.218	-2213.817	389.622	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	912.840	-1998.891	66.057	835.775	-2010.039	83.024	960.230	-2195.939	390.725	755.678	-2322.812	344.619
351	1.75000	840.165	-2323.135	1252.936	827.602	-2351.463	1051.313	853.307	-2222.170	1337.736	846.328	-2149.312	1158.965	932.758	-2281.358	872.726	739.437	-2287.103	865.556	878.258	-2118.059	916.027	783.869	-2113.799	901.589	969.971	-2203.466	928.701	684.957	-2197.934	910.819	991.404	-2286.773	1303.439	705.214	-2246.773	1318.021	1010.905	-2212.128	674.670	1010.978	-2146.570	676.852	987.607	-2148.730	582.352	995.924	-2214.689	587.403	838.504	-2179.554	406.762	0.000	0.000	0.000	954.942	-2145.542	262.824	965.437	-2097.063	289.789	946.273	-2059.333	219.874	935.366	-2106.880	192.508	844.495	-1944.917	30.983	0.000	0.000	0.000	912.130	-1951.758	23.682	817.609	-2103.386	7.497	839.879	-2150.710	2.525	918.119	-2089.946	6.187	647.841	-2249.590	683.639	651.198	-2194.996	665.483	672.231	-2220.927	584.655	661.867	-2278.716	601.053	833.979	-2326.208	426.737	704.200	-2344.885	424.176	702.719	-2237.583	391.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	913.049	-2000.688	68.757	834.803	-2010.285	84.032	959.503	-2200.606	392.504	755.697	-2349.108	350.985
352	1.75500	839.164	-2340.073	1257.348	825.985	-2369.134	1056.149	852.733	-2238.982	1341.208	847.373	-2166.855	1162.199	932.722	-2299.406	875.392	739.827	-2304.361	869.412	878.248	-2136.520	919.429	783.728	-2131.928	905.586	969.825	-2223.242	931.449	684.990	-2216.279	915.456	990.573	-2304.475	1307.670	705.041	-2261.832	1321.869	1010.237	-2225.858	676.970	1010.320	-2160.366	681.109	987.389	-2159.961	586.512	995.104	-2225.956	589.714	838.381	-2183.633	409.507	0.000	0.000	0.000	954.819	-2149.228	266.049	965.046	-2102.533	293.448	945.859	-2061.503	223.442	935.564	-2110.085	195.788	844.884	-1946.960	35.294	0.000	0.000	0.000	912.469	-1953.454	27.687	817.722	-2103.326	7.501	839.830	-2150.513	2.350	918.119	-2090.295	6.344	646.724	-2267.355	688.548	650.968	-2213.658	669.638	672.519	-2241.005	589.325	661.854	-2298.414	606.829	834.801	-2347.689	434.791	704.607	-2368.133	431.233	702.824	-2260.743	393.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	913.417	-2002.740	72.041	835.917	-2013.596	87.508	958.942	-2205.138	395.098	754.624	-2374.230	357.550
353	1.76000	838.148	-2357.121	1261.944	824.497	-2386.817	1061.181	852.925	-2255.492	1344.942	847.905	-2184.891	1164.733	932.530	-2317.592	878.132	740.179	-2322.247	873.385	878.369	-2155.058	923.167	783.784	-2150.161	909.848	971.860	-2240.308	933.511	685.006	-2234.855	920.369	989.566	-2321.938	1312.143	704.905	-2277.108	1325.737	1009.384	-2239.726	679.565	1009.709	-2174.473	685.485	986.992	-2171.257	590.989	994.308	-2237.504	592.356	837.765	-2187.932	412.874	0.000	0.000	0.000	955.071	-2150.629	269.813	964.155	-2104.139	297.678	945.407	-2064.017	228.145	936.070	-2112.360	199.896	845.179	-1949.057	40.371	0.000	0.000	0.000	912.686	-1955.127	32.146	817.659	-2103.865	7.656	839.565	-2151.079	2.419	918.143	-2090.464	6.780	645.914	-2285.739	693.780	649.231	-2232.208	674.179	672.805	-2260.983	594.370	661.933	-2318.237	612.588	834.112	-2369.876	441.927	704.903	-2390.713	438.416	703.567	-2283.397	394.539	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	913.760	-2004.916	76.013	836.368	-2016.123	90.873	958.607	-2209.512	398.255	754.679	-2399.394	363.772
354	1.76500	837.225	-2374.027	1266.655	823.120	-2404.444	1066.284	852.692	-2272.256	1348.700	848.436	-2203.096	1167.468	932.401	-2335.847	881.077	740.803	-2341.155	877.282	878.526	-2173.921	926.898	783.651	-2168.457	914.161	971.860	-2259.181	937.633	684.894	-2253.523	925.414	988.444	-2339.415	1316.710	704.632	-2292.575	1329.814	1008.488	-2254.025	682.332	1009.161	-2189.012	690.247	986.509	-2182.819	595.760	993.308	-2249.157	595.236	837.246	-2192.192	417.029	0.000	0.000	0.000	955.051	-2155.351	274.245	963.306	-2107.161	302.675	944.860	-2066.594	233.343	936.673	-2114.872	204.583	845.419	-1951.659	46.124	0.000	0.000	0.000	913.477	-1960.620	38.758	817.154	-2103.535	7.471	839.509	-2151.353	2.412	918.295	-2091.420	7.797	645.249	-2304.398	699.113	648.738	-2251.098	678.620	672.930	-2280.979	599.455	661.973	-2338.023	618.525	833.667	-2392.253	449.229	705.178	-2412.674	445.299	704.183	-2305.543	395.485	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	914.107	-2007.834	80.570	837.179	-2020.018	94.884	958.190	-2213.805	402.134	754.453	-2423.811	370.005
355	1.77000	836.322	-2391.014	1271.435	821.794	-2422.127	1071.505	852.165	-2289.449	1352.724	849.337	-2220.346	1171.230	931.768	-2353.422	883.879	741.245	-2359.921	881.668	878.359	-2193.901	930.664	784.056	-2186.178	919.625	971.841	-2278.648	941.089	684.655	-2272.019	930.198	987.436	-2357.231	1321.400	704.357	-2308.240	1333.934	1007.657	-2268.892	685.294	1008.658	-2203.941	695.067	986.144	-2194.900	600.775	992.435	-2261.307	598.482	836.944	-2196.515	421.863	0.000	0.000	0.000	955.285	-2157.719	279.230	962.444	-2111.526	308.369	943.999	-2069.289	238.886	937.335	-2117.907	209.808	845.565	-1954.723	52.589	0.000	0.000	0.000	915.309	-1965.600	45.619	817.761	-2104.281	8.474	840.107	-2152.494	2.791	918.377	-2092.315	8.541	644.668	-2323.197	704.528	648.080	-2270.243	683.244	672.271	-2300.966	605.250	661.918	-2357.820	624.447	832.988	-2413.721	456.448	705.367	-2433.980	451.969	704.776	-2328.400	395.834	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	913.570	-2010.730	83.960	837.455	-2023.943	98.910	958.002	-2218.571	406.585	754.024	-2447.701	375.888
356	1.77500	835.346	-2407.989	1276.288	820.639	-2439.842	1076.675	851.129	-2306.805	1357.138	850.433	-2237.607	1175.228	931.273	-2370.729	886.790	741.507	-2377.904	886.540	878.403	-2213.011	934.627	784.123	-2204.835	924.343	971.772	-2298.184	944.470	684.370	-2290.220	935.033	986.258	-2374.792	1326.051	704.188	-2324.286	1338.042	1006.569	-2283.724	688.388	1008.247	-2219.153	700.045	985.966	-2207.415	606.062	991.550	-2273.724	601.791	836.637	-2201.141	427.396	0.000	0.000	0.000	955.638	-2161.503	284.735	961.916	-2115.864	314.627	943.218	-2072.930	245.007	937.812	-2121.277	215.316	845.778	-1958.483	59.461	0.000	0.000	0.000	915.311	-1968.874	52.089	818.339	-2105.082	9.510	840.021	-2152.831	2.821	918.542	-2093.712	9.612	644.078	-2342.061	709.986	647.317	-2289.380	687.973	671.830	-2321.016	610.553	661.850	-2377.705	630.396	832.273	-2434.788	463.610	705.490	-2454.458	458.391	705.510	-2350.055	396.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	913.654	-2014.302	89.431	837.500	-2028.005	103.017	957.842	-2223.842	411.494	753.767	-2470.858	381.856
357	1.78000	834.466	-2424.902	1281.149	819.591	-2457.544	1081.901	850.848	-2323.759	1361.320	851.084	-2255.325	1178.770	930.770	-2389.268	890.114	741.666	-2395.911	891.229	878.447	-2232.125	938.508	784.170	-2223.678	929.112	971.609	-2317.724	947.944	684.879	-2309.081	941.189	985.182	-2392.471	1330.717	703.814	-2340.627	1342.060	1005.638	-2298.799	691.656	1007.844	-2234.591	704.985	985.669	-2220.072	611.340	990.788	-2286.356	605.362	836.267	-2206.322	433.438	0.000	0.000	0.000	955.928	-2166.671	290.775	961.266	-2120.523	321.004	942.456	-2077.132	251.404	938.354	-2125.405	221.182	845.766	-1962.668	66.688	0.000	0.000	0.000	915.460	-1973.150	59.305	818.664	-2105.738	10.378	838.712	-2151.697	2.224	918.827	-2095.274	9.812	644.046	-2361.911	715.569	646.308	-2308.658	692.869	671.242	-2340.951	615.799	661.771	-2397.516	636.337	831.456	-2455.346	470.405	705.666	-2474.274	464.435	706.018	-2371.490	395.687	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	913.979	-2019.662	94.207	837.734	-2033.077	107.688	957.607	-2229.540	416.876	753.251	-2493.373	387.381
358	1.78500	833.595	-2441.911	1285.902	818.551	-2475.209	1087.101	850.459	-2340.828	1365.476	851.880	-2272.752	1181.992	930.316	-2407.821	893.517	741.898	-2414.162	896.045	878.441	-2251.223	942.381	784.336	-2242.596	933.859	971.271	-2337.027	951.457	684.768	-2327.709	946.510	984.062	-2410.286	1335.229	703.747	-2356.685	1346.179	1004.871	-2314.168	695.038	1007.449	-2250.178	709.965	985.579	-2233.245	616.756	989.982	-2299.358	609.162	835.931	-2212.253	440.024	0.000	0.000	0.000	956.153	-2171.538	296.936	960.322	-2125.603	327.478	941.532	-2082.021	257.837	938.773	-2130.237	227.362	845.806	-1967.487	74.353	0.000	0.000	0.000	915.550	-1977.814	66.937	819.009	-2106.636	11.345	839.079	-2152.635	2.570	918.424	-2096.075	10.213	643.637	-2381.099	721.062	645.334	-2328.048	697.875	670.652	-2360.840	621.124	661.617	-2417.301	642.161	830.777	-2475.629	476.993	705.740	-2493.384	469.968	707.230	-2392.581	394.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	913.758	-2027.751	101.947	838.094	-2038.998	112.494	957.462	-2235.974	422.777	752.237	-2515.381	392.590
359	1.79000	832.806	-2458.896	1290.580	817.604	-2492.887	1092.324	850.083	-2357.941	1369.548	852.207	-2290.817	1185.744	929.732	-2426.292	897.015	742.052	-2432.355	900.910	878.342	-2270.153	946.377	784.345	-2261.558	938.560	971.076	-2356.599	954.899	684.954	-2346.360	951.870	982.980	-2428.042	1339.555	703.571	-2373.222	1350.151	1004.024	-2329.326	698.380	1007.058	-2265.888	715.064	985.310	-2246.414	622.231	989.379	-2312.494	612.937	835.500	-2219.146	446.941	0.000	0.000	0.000	956.461	-2177.057	303.354	959.081	-2130.801	334.034	940.516	-2087.728	264.481	939.188	-2135.766	233.727	846.028	-1972.966	82.481	0.000	0.000	0.000	914.245	-1980.820	73.741	819.208	-2107.759	12.272	838.935	-2153.158	2.549	919.024	-2099.066	11.827	643.300	-2400.312	726.513	644.399	-2347.383	702.899	669.776	-2380.669	626.324	661.501	-2436.899	647.921	829.928	-2495.153	483.066	705.933	-2511.769	475.178	707.656	-2413.683	393.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	913.756	-2033.650	107.992	838.690	-2045.856	117.318	957.163	-2243.042	428.992	751.799	-2536.826	397.513
360	1.79500	831.927	-2475.878	1295.136	816.818	-2510.489	1097.485	849.749	-2374.929	1373.460	852.590	-2308.515	1189.204	929.203	-2444.842	900.662	742.158	-2450.667	905.874	878.298	-2289.163	950.277	784.376	-2280.305	943.026	970.665	-2375.776	958.248	684.183	-2366.059	957.053	981.986	-2445.667	1343.992	703.286	-2389.725	1353.989	1003.561	-2344.883	701.909	1006.450	-2281.402	719.962	985.255	-2259.924	627.663	988.998	-2325.904	616.868	835.082	-2226.958	453.993	0.000	0.000	0.000	956.600	-2183.066	309.938	958.025	-2136.978	340.903	939.361	-2094.017	271.167	939.612	-2141.940	240.160	846.554	-1978.778	91.119	0.000	0.000	0.000	914.561	-1987.033	82.500	819.321	-2109.246	13.382	838.814	-2153.671	2.467	919.189	-2101.619	13.520	642.579	-2418.795	731.761	643.514	-2366.993	707.858	668.762	-2400.409	631.525	661.416	-2456.565	653.493	829.246	-2514.115	488.495	706.079	-2529.441	479.660	708.091	-2434.852	391.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	914.376	-2039.467	114.536	838.829	-2052.932	122.275	956.938	-2250.649	435.329	753.613	-2557.096	402.122
361	1.80000	831.195	-2492.855	1299.549	816.039	-2527.971	1102.510	849.338	-2392.101	1377.256	852.999	-2326.252	1192.712	928.541	-2463.301	904.289	742.334	-2468.520	910.753	878.092	-2308.135	954.037	784.489	-2299.218	947.404	970.415	-2395.036	961.530	684.376	-2384.409	962.055	980.991	-2463.421	1348.124	703.005	-2406.465	1357.704	1003.140	-2360.110	705.364	1006.132	-2297.413	724.988	985.092	-2273.613	633.123	988.524	-2339.143	620.802	834.638	-2235.722	460.910	0.000	0.000	0.000	956.897	-2189.617	316.685	956.505	-2143.215	347.345	938.134	-2100.809	277.781	940.111	-2148.839	246.747	846.982	-1985.631	100.287	0.000	0.000	0.000	914.882	-1994.228	91.794	819.416	-2111.098	14.882	838.700	-2154.280	2.348	919.424	-2104.341	15.612	642.087	-2438.423	737.031	642.355	-2386.486	712.786	667.797	-2419.882	636.544	661.394	-2475.965	658.809	828.789	-2532.306	493.211	706.031	-2546.506	483.599	708.493	-2456.001	389.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	914.292	-2046.466	120.861	839.028	-2060.707	127.314	956.666	-2258.786	441.659	753.426	-2577.409	406.274
362	1.80500	830.487	-2509.323	1303.631	815.326	-2544.710	1107.028	848.962	-2409.266	1380.766	853.304	-2344.096	1195.921	927.994	-2481.682	907.820	742.494	-2486.704	915.635	877.935	-2327.054	957.642	784.420	-2317.983	951.599	970.167	-2414.016	964.710	685.409	-2401.513	966.618	979.893	-2480.787	1352.134	702.747	-2423.368	1361.158	1003.002	-2375.431	708.830	1005.700	-2313.073	729.853	984.753	-2287.236	638.479	988.256	-2352.772	624.728	834.063	-2245.569	467.429	0.000	0.000	0.000	957.363	-2196.681	323.331	954.944	-2150.150	354.041	937.078	-2108.409	284.355	940.512	-2156.072	253.343	847.472	-1993.400	110.176	0.000	0.000	0.000	914.710	-2001.572	101.773	819.654	-2113.044	16.810	838.753	-2154.948	2.325	919.756	-2107.122	18.118	642.143	-2457.323	742.103	641.162	-2405.948	717.701	667.080	-2439.379	641.494	661.302	-2495.337	663.912	828.400	-2549.825	496.879	706.168	-2563.083	487.040	708.568	-2477.047	386.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	914.562	-2054.601	126.880	839.405	-2068.995	131.944	956.430	-2267.624	447.905	750.596	-2598.031	410.108
363	1.81000	829.685	-2526.826	1307.646	814.574	-2562.337	1111.745	848.464	-2426.508	1384.170	853.472	-2361.693	1198.964	927.387	-2499.977	911.168	742.550	-2504.855	920.311	877.928	-2345.934	961.158	784.508	-2336.760	955.363	969.720	-2432.725	967.905	685.743	-2419.866	970.951	979.041	-2498.551	1355.896	702.414	-2440.302	1364.495	1002.805	-2390.972	712.259	1005.234	-2328.884	734.680	984.556	-2301.376	643.906	988.072	-2366.392	628.717	833.319	-2256.505	473.579	0.000	0.000	0.000	957.523	-2204.580	330.050	953.774	-2158.656	361.027	936.156	-2116.335	291.033	940.983	-2164.148	259.963	847.657	-2001.843	120.592	0.000	0.000	0.000	915.016	-2009.792	111.750	819.720	-2115.634	19.439	838.770	-2155.877	2.327	919.865	-2110.114	21.168	641.335	-2477.389	746.733	639.968	-2425.310	722.455	666.075	-2458.677	646.259	661.376	-2514.566	668.795	828.003	-2566.568	499.318	706.114	-2579.318	489.887	708.479	-2498.054	383.470	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	914.085	-2060.922	133.127	839.751	-2078.037	137.435	956.157	-2277.365	453.903	749.971	-2617.563	413.573
364	1.81500	828.993	-2543.848	1311.382	813.618	-2580.115	1117.075	848.053	-2443.688	1387.277	853.505	-2379.259	1201.907	926.866	-2518.284	914.321	742.682	-2522.972	924.722	877.777	-2364.890	964.325	784.639	-2355.536	958.948	969.425	-2451.461	970.909	686.111	-2438.162	975.019	977.970	-2515.836	1359.435	702.489	-2456.643	1367.592	1002.731	-2406.380	715.707	1004.932	-2344.884	739.296	984.169	-2315.407	649.163	987.874	-2380.286	632.703	832.827	-2268.434	479.420	0.000	0.000	0.000	956.659	-2213.595	336.301	952.145	-2167.137	367.891	934.577	-2125.341	297.488	941.669	-2172.504	266.311	847.597	-2010.811	131.321	0.000	0.000	0.000	915.136	-2018.735	122.031	819.676	-2118.715	22.781	839.030	-2157.051	2.736	920.179	-2113.098	25.266	641.385	-2496.527	751.425	638.723	-2444.692	727.174	665.395	-2477.661	650.671	661.503	-2533.588	673.439	827.475	-2582.698	500.430	705.993	-2595.383	492.073	708.269	-2519.086	380.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	914.810	-2072.046	141.016	840.030	-2087.314	143.320	955.979	-2288.002	459.622	749.713	-2636.462	416.552
