NO_OF_FRAMES	358
NO_OF_CAMERAS	24
NO_OF_MARKERS	46
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-24, 11:23:52.016	500228.80772950
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	cluster_tibia_right_2	cluster_tibia_right_4	cluster_tibia_right_3	calc_med_right	calc_back_right	calc_lat_right	forfoot_med_right	toe_right	forfoot_lat_right	mal_med_right	mal_lat_right	mal_lat_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	cluster_tibia_right_2 X	cluster_tibia_right_2 Y	cluster_tibia_right_2 Z	cluster_tibia_right_4 X	cluster_tibia_right_4 Y	cluster_tibia_right_4 Z	cluster_tibia_right_3 X	cluster_tibia_right_3 Y	cluster_tibia_right_3 Z	calc_med_right X	calc_med_right Y	calc_med_right Z	calc_back_right X	calc_back_right Y	calc_back_right Z	calc_lat_right X	calc_lat_right Y	calc_lat_right Z	forfoot_med_right X	forfoot_med_right Y	forfoot_med_right Z	toe_right X	toe_right Y	toe_right Z	forfoot_lat_right X	forfoot_lat_right Y	forfoot_lat_right Z	mal_med_right X	mal_med_right Y	mal_med_right Z	mal_lat_right X	mal_lat_right Y	mal_lat_right Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
258	1.28500	884.738	-5.261	1530.806	902.446	-59.913	1352.772	850.815	136.100	1587.554	850.882	178.074	1395.124	1020.751	-11.420	1088.111	770.890	-24.971	1036.054	924.141	184.915	1105.652	838.824	179.056	1102.402	1051.911	28.529	1175.471	741.184	-13.866	1134.229	1028.557	101.566	1592.313	708.814	28.715	1550.467	0.000	0.000	0.000	1064.352	-94.576	856.786	1032.276	-100.187	747.709	1045.473	-153.758	781.631	913.481	-193.625	646.150	1026.943	-194.327	643.207	1043.652	-221.364	501.664	1048.956	-163.074	504.000	1044.752	-158.806	418.804	1038.829	-214.886	412.657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	733.678	117.689	779.159	718.493	169.894	804.898	746.987	215.739	737.376	746.970	166.841	706.173	895.712	269.495	589.449	770.603	275.151	572.757	761.721	355.559	473.663	770.079	397.367	508.399	783.285	451.157	446.937	771.430	410.227	411.764	892.793	623.758	227.165	854.603	636.630	251.023	819.124	636.313	229.106	890.254	523.659	56.132	866.214	502.225	14.629	798.345	547.871	49.191	890.701	531.994	206.139	801.807	567.095	209.272	1032.317	-192.114	178.163	979.157	-268.928	600.211	822.862	261.077	494.039
259	1.29000	885.665	-22.829	1533.891	903.396	-78.536	1356.313	851.085	118.185	1589.935	850.336	159.425	1397.656	1020.277	-30.613	1093.134	771.120	-44.488	1039.473	923.935	165.738	1109.261	838.654	159.497	1106.130	1052.689	10.481	1180.065	741.364	-33.265	1137.870	1028.872	84.582	1594.841	710.259	10.418	1553.389	0.000	0.000	0.000	1063.584	-111.534	857.829	1033.056	-116.385	748.273	1045.624	-170.187	782.024	914.330	-209.769	645.069	1028.279	-210.441	642.268	1043.985	-242.096	501.183	1049.656	-183.640	501.191	1045.743	-182.406	415.736	1038.910	-238.558	411.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	733.248	100.759	783.236	718.696	152.943	809.510	747.505	198.929	742.179	746.329	150.217	710.530	895.070	251.510	592.339	770.467	258.153	576.720	762.075	339.654	478.310	770.053	380.845	513.864	783.709	435.642	452.876	772.032	395.010	417.148	893.653	608.042	238.536	855.459	619.670	263.171	820.008	621.456	241.377	889.199	518.863	60.689	865.245	500.934	17.268	798.398	544.209	55.791	890.177	518.114	212.082	801.457	554.132	217.327	1031.026	-224.762	176.515	980.164	-285.530	600.800	821.833	244.260	496.937
260	1.29500	886.549	-40.632	1536.655	904.427	-97.314	1359.596	851.447	100.235	1592.076	850.125	140.669	1399.977	1019.420	-49.230	1097.721	771.392	-63.709	1042.615	923.863	146.639	1112.835	838.488	140.046	1109.816	1053.140	-7.526	1184.476	741.594	-52.484	1141.392	1029.041	67.506	1597.129	711.659	-7.781	1556.030	0.000	0.000	0.000	1063.184	-128.376	858.354	1034.082	-132.377	748.322	1045.715	-186.536	781.964	914.840	-225.474	643.548	1029.467	-226.269	641.080	1043.663	-262.209	500.686	1050.890	-203.558	498.294	1045.661	-205.476	413.032	1038.812	-261.705	411.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	732.889	83.289	786.939	719.027	135.596	813.562	747.863	181.371	746.194	745.728	132.902	714.396	894.531	232.691	594.549	770.594	240.138	579.824	762.226	322.789	482.258	770.715	363.626	518.290	784.116	419.262	458.128	772.622	379.122	421.801	894.397	592.477	249.215	856.645	603.376	274.746	820.801	606.466	253.030	888.650	512.718	67.266	864.234	496.853	23.312	797.883	538.991	64.202	889.961	504.855	217.955	800.779	541.025	225.677	1029.715	-256.556	175.167	981.045	-301.719	600.998	820.826	226.578	499.060
261	1.30000	887.463	-58.446	1539.298	905.211	-115.980	1362.710	851.878	82.290	1594.021	849.957	121.950	1402.091	1019.027	-68.245	1101.486	771.542	-82.778	1045.679	923.852	127.619	1116.227	838.517	120.755	1113.363	1053.853	-25.753	1187.868	741.665	-71.586	1144.567	1029.342	50.407	1599.120	713.051	-25.837	1558.554	0.000	0.000	0.000	1063.099	-145.098	858.416	1034.832	-148.099	748.104	1046.356	-202.671	781.557	915.466	-240.596	641.547	1030.722	-241.721	639.595	1044.630	-281.478	499.758	1050.454	-223.163	495.441	1045.329	-227.790	410.049	1038.700	-284.112	410.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	732.564	65.135	790.222	719.484	117.676	816.825	748.209	163.006	749.247	745.327	114.512	717.344	893.968	213.007	596.160	770.906	221.065	582.083	762.385	305.281	485.301	771.103	345.277	522.160	784.763	402.141	463.117	772.907	362.705	426.013	895.192	578.629	259.407	857.558	588.992	285.535	821.596	592.950	264.238	887.330	504.559	74.898	862.797	490.535	30.432	797.094	531.480	73.111	890.109	492.263	224.536	800.444	528.586	234.340	1028.282	-287.780	174.055	981.661	-317.381	600.963	820.658	208.270	500.349
262	1.30500	888.306	-76.287	1541.569	906.505	-134.950	1365.589	852.414	64.315	1595.688	849.935	103.165	1403.976	1018.702	-86.685	1104.353	771.691	-101.749	1048.384	923.852	108.787	1119.486	838.569	101.373	1116.760	1054.126	-43.877	1191.233	741.836	-90.382	1147.607	1029.631	33.225	1600.896	714.270	-43.880	1560.844	0.000	0.000	0.000	1063.254	-161.686	857.962	1035.668	-163.820	747.552	1046.856	-218.501	780.525	915.872	-255.211	639.117	1031.516	-256.953	637.763	1043.947	-300.573	498.884	1050.647	-241.942	492.480	1044.955	-249.717	407.492	1038.435	-306.066	409.249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	732.570	46.073	792.817	720.067	98.911	819.183	748.614	143.739	751.022	745.158	94.902	719.522	893.697	192.541	597.346	771.431	201.027	583.618	762.308	286.905	487.794	771.286	326.002	525.638	785.225	384.275	468.071	773.080	345.928	429.754	895.838	566.010	269.059	858.563	576.381	295.495	822.297	580.728	274.497	886.238	494.825	83.462	861.366	481.627	38.787	796.171	522.050	82.782	890.447	481.206	232.799	800.756	517.072	243.793	1026.943	-318.052	173.335	982.235	-332.833	600.404	820.199	189.277	501.071
263	1.31000	889.574	-93.240	1543.504	907.241	-153.530	1368.298	852.981	46.316	1597.164	850.030	84.461	1405.628	1018.810	-105.223	1106.559	771.826	-120.629	1050.954	924.017	89.917	1122.370	838.779	82.285	1120.017	1054.310	-62.144	1193.886	742.067	-109.049	1150.522	1029.901	16.067	1602.355	715.561	-62.151	1563.012	0.000	0.000	0.000	1063.813	-177.919	857.201	1036.388	-179.131	746.419	1047.573	-234.256	779.103	916.324	-269.552	636.467	1032.258	-271.690	635.791	1044.953	-318.641	497.414	1050.654	-260.548	489.354	1044.503	-271.191	404.673	1038.239	-327.197	408.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	733.028	26.324	794.540	720.431	79.331	820.552	748.771	123.442	751.684	745.343	74.269	720.677	893.511	171.149	598.039	771.967	180.143	584.465	762.178	267.898	489.747	771.466	305.848	528.822	785.275	365.752	472.961	773.146	328.619	433.555	896.437	554.904	278.015	859.458	565.282	304.862	822.940	569.359	284.300	885.177	483.816	92.267	859.684	470.862	47.836	795.093	511.093	92.671	890.918	470.405	242.298	801.771	506.061	253.983	1025.702	-347.388	172.790	982.841	-347.983	599.384	820.240	169.857	501.405
264	1.31500	890.437	-111.323	1545.342	907.956	-172.222	1370.589	853.815	28.309	1598.358	850.297	65.739	1407.043	1019.009	-123.767	1108.047	772.050	-139.477	1053.205	924.175	71.002	1125.088	839.049	63.145	1122.910	1054.637	-81.047	1195.939	742.310	-127.504	1153.203	1030.195	-1.070	1603.512	716.768	-79.992	1564.921	0.000	0.000	0.000	1064.428	-194.075	855.890	1036.906	-194.244	745.253	1048.436	-249.573	777.201	916.530	-283.728	633.524	1032.736	-286.270	633.354	1044.970	-336.712	496.050	1051.158	-279.087	486.025	1044.046	-292.012	401.708	1038.066	-347.879	407.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	733.971	5.805	795.738	720.580	59.078	821.149	748.562	102.531	751.619	745.690	53.048	721.095	893.683	149.111	598.256	772.691	158.671	584.667	762.120	248.487	491.698	771.250	285.204	531.766	785.345	346.718	477.779	773.091	310.874	437.336	897.103	544.376	286.692	860.513	555.073	313.926	823.587	558.371	293.652	884.120	472.016	101.300	858.070	458.893	57.164	794.005	498.865	102.604	891.056	459.428	252.110	803.123	494.727	264.282	1024.341	-375.793	172.330	982.928	-363.069	598.148	820.322	150.189	501.283
265	1.32000	891.061	-130.529	1547.381	908.585	-190.770	1372.701	854.531	10.195	1599.359	850.565	47.151	1408.340	1018.637	-142.286	1109.596	772.252	-158.236	1055.204	924.529	52.161	1127.372	839.301	44.104	1125.534	1054.531	-100.077	1197.428	742.660	-145.830	1155.675	1030.555	-18.575	1604.557	717.936	-97.725	1566.576	0.000	0.000	0.000	1065.218	-210.070	854.175	1037.257	-209.044	743.667	1049.219	-264.779	774.835	916.733	-297.873	630.561	1032.972	-301.001	631.096	1044.900	-354.373	494.643	1050.800	-297.117	483.153	1043.304	-312.258	398.969	1037.603	-368.161	406.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	734.563	-15.113	795.790	721.097	38.282	820.628	748.651	81.364	750.864	746.284	31.472	720.957	894.018	126.192	597.871	773.484	136.785	584.397	762.278	228.552	493.285	770.682	264.050	534.590	785.575	327.273	482.232	773.030	292.627	441.057	897.612	533.699	295.212	861.160	544.076	323.050	824.073	546.872	303.156	882.875	459.702	110.489	856.300	446.236	66.581	792.617	485.698	112.853	891.775	447.745	261.539	804.247	482.850	274.421	1022.806	-403.071	171.903	983.013	-377.992	596.798	820.604	130.190	500.882
266	1.32500	892.153	-147.674	1548.390	909.102	-209.205	1374.573	855.370	-7.904	1600.192	850.976	28.751	1409.322	1019.531	-161.495	1109.950	772.341	-177.005	1057.012	924.868	33.281	1129.344	839.572	25.122	1127.837	1054.397	-119.208	1197.773	743.039	-164.148	1157.987	1030.998	-36.127	1605.235	718.889	-115.819	1568.042	0.000	0.000	0.000	1066.237	-225.995	852.079	1037.364	-223.585	741.895	1050.188	-279.482	772.012	916.711	-312.041	627.638	1033.122	-315.512	628.271	1044.873	-371.818	493.196	1050.232	-314.787	480.178	1042.677	-331.818	396.602	1037.113	-387.861	404.944	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	735.731	-36.350	795.478	721.481	17.108	819.817	748.617	59.851	749.672	747.135	9.641	720.255	894.448	102.498	596.803	774.427	114.564	583.856	762.565	208.232	494.733	770.218	242.587	537.201	785.378	307.268	486.899	772.959	273.989	444.726	898.088	522.130	303.826	862.046	531.966	332.274	824.631	534.351	312.726	881.509	447.016	119.586	854.386	433.148	76.055	791.195	471.965	123.250	892.351	435.413	270.545	804.976	470.056	284.277	1021.538	-429.057	171.460	982.979	-393.033	595.208	820.922	109.921	500.259
267	1.33000	892.913	-165.818	1549.418	909.768	-227.610	1376.108	855.991	-26.015	1601.004	851.350	10.358	1410.151	1019.255	-180.989	1110.301	772.460	-195.779	1058.616	925.227	14.409	1131.055	839.968	6.241	1129.764	1054.086	-137.964	1197.552	743.503	-182.447	1159.931	1031.487	-53.727	1605.644	719.817	-133.648	1569.216	0.000	0.000	0.000	1067.332	-241.845	849.627	1037.362	-238.018	739.782	1051.435	-294.239	768.919	916.572	-326.288	624.624	1033.177	-330.414	625.823	1043.581	-389.630	491.635	1049.524	-332.295	477.433	1041.443	-350.673	393.914	1036.825	-406.705	403.701	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	737.032	-57.728	794.852	721.681	-4.418	818.559	748.514	38.124	748.078	748.167	-12.459	719.247	895.240	78.516	595.117	775.405	92.008	582.973	762.946	187.600	496.175	769.622	220.760	539.782	785.087	287.020	491.560	773.116	254.895	448.218	898.562	509.221	312.871	862.933	518.569	341.731	825.147	520.492	322.853	880.045	434.054	128.565	852.213	420.094	85.506	789.532	457.902	133.841	892.907	422.154	279.326	805.595	456.286	293.980	1020.261	-453.620	171.111	982.755	-408.207	593.500	821.356	89.319	499.288
268	1.33500	893.714	-183.936	1550.161	910.110	-245.802	1377.441	856.878	-44.289	1601.390	851.731	-7.896	1410.746	1019.294	-199.755	1110.121	772.524	-214.557	1059.910	925.564	-4.368	1132.401	840.277	-12.551	1131.310	1053.699	-157.328	1197.208	744.056	-200.677	1161.590	1032.101	-71.592	1605.874	720.655	-151.435	1570.039	0.000	0.000	0.000	1068.660	-257.448	846.912	1037.127	-252.502	737.553	1052.677	-308.783	765.571	916.344	-340.642	621.588	1033.315	-345.611	622.976	1043.331	-406.448	489.713	1048.645	-349.254	474.609	1040.377	-369.289	391.370	1036.367	-425.140	402.219	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	738.497	-79.403	793.931	722.047	-26.077	816.930	748.446	16.179	746.156	749.300	-34.676	717.859	895.755	54.373	593.424	776.526	69.021	581.842	763.470	166.683	497.511	769.240	198.516	542.133	784.922	266.370	496.018	773.712	235.532	451.647	898.965	495.075	322.111	863.746	503.646	351.504	825.586	505.423	333.319	878.291	420.670	137.683	849.917	406.829	94.888	787.750	443.631	144.509	893.405	408.008	288.108	805.698	441.284	303.854	1018.923	-477.042	170.499	982.478	-423.567	591.447	821.958	68.188	498.100
269	1.34000	894.434	-202.055	1550.653	910.535	-263.875	1378.338	857.787	-62.605	1601.613	852.062	-26.028	1411.179	1019.456	-218.206	1109.670	772.667	-233.286	1060.941	926.006	-23.246	1133.388	840.794	-31.399	1132.459	1052.970	-177.248	1196.888	744.533	-218.966	1162.970	1032.629	-89.615	1605.822	721.267	-169.244	1570.632	0.000	0.000	0.000	1070.122	-272.840	843.779	1036.802	-266.928	735.146	1054.276	-323.249	761.896	916.023	-355.224	618.741	1033.307	-360.789	620.605	1043.060	-423.076	487.830	1047.513	-365.701	471.948	1039.007	-387.484	389.227	1035.850	-443.131	400.520	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	740.062	-101.122	792.802	722.506	-47.868	815.120	748.164	-6.125	743.840	750.610	-57.124	716.311	896.576	30.033	591.314	777.660	45.821	580.428	764.532	145.536	498.634	769.540	176.225	544.370	785.010	245.334	500.414	774.474	215.662	454.951	899.355	479.796	331.489	864.499	487.932	362.123	826.081	489.313	344.053	876.302	406.926	146.680	847.292	393.264	104.220	785.885	429.090	155.251	893.531	392.692	296.421	805.909	425.566	313.940	1017.734	-499.159	169.470	982.122	-439.159	589.401	822.498	46.766	496.614
270	1.34500	895.134	-220.182	1550.810	910.669	-281.863	1378.890	858.668	-80.979	1601.718	852.588	-44.102	1411.347	1020.044	-236.723	1108.132	772.789	-252.053	1061.730	926.498	-42.144	1133.897	841.235	-50.168	1133.309	1052.358	-196.759	1196.399	745.096	-237.268	1164.069	1033.334	-107.791	1605.561	721.921	-186.910	1570.931	0.000	0.000	0.000	1071.718	-288.105	840.681	1036.378	-281.627	732.677	1056.093	-337.785	758.201	915.332	-370.353	615.827	1033.558	-376.352	618.062	1044.243	-438.758	485.816	1045.530	-382.283	469.029	1037.162	-404.829	386.637	1035.542	-460.674	398.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	742.061	-122.974	791.607	723.181	-69.622	813.036	748.345	-28.428	741.372	751.784	-79.734	714.409	897.406	5.749	588.881	778.830	22.304	578.785	765.428	124.091	499.875	769.804	153.370	546.545	785.229	223.969	504.683	775.483	195.429	458.238	899.827	463.458	340.838	865.384	470.823	371.789	826.505	472.344	354.552	874.094	392.644	155.595	844.599	379.296	113.480	783.942	414.366	165.932	893.715	376.662	304.728	806.021	409.162	323.795	1016.515	-519.929	168.236	981.655	-454.993	587.342	823.314	24.822	494.861
271	1.35000	895.794	-238.250	1550.595	910.964	-299.816	1379.117	859.535	-99.306	1601.436	853.220	-62.005	1411.316	1020.255	-255.293	1106.885	772.990	-270.846	1062.107	926.927	-60.947	1134.166	841.791	-69.063	1133.806	1051.788	-215.746	1195.353	745.515	-255.568	1164.923	1033.981	-125.986	1605.074	722.351	-204.643	1570.914	0.000	0.000	0.000	1072.980	-303.444	837.348	1034.836	-296.753	730.094	1057.492	-352.358	754.625	914.599	-385.831	613.104	1033.665	-391.995	615.506	1044.327	-454.285	482.835	1044.235	-398.581	466.222	1035.951	-422.061	384.133	1034.814	-477.753	396.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	743.490	-144.877	790.031	723.906	-91.511	810.782	748.325	-50.962	738.893	753.042	-102.467	712.598	898.332	-18.706	586.392	779.984	-1.448	576.891	766.468	102.323	500.980	770.731	130.421	548.600	785.617	202.146	508.817	776.601	174.819	461.432	900.194	446.384	350.119	866.243	453.074	381.743	827.162	454.849	365.071	871.782	377.796	164.379	841.560	364.908	122.628	781.661	399.052	176.533	893.788	360.133	312.737	806.095	392.244	333.527	1015.254	-539.624	166.712	981.276	-470.836	585.168	824.184	2.472	492.981
272	1.35500	896.481	-256.201	1550.055	910.707	-317.514	1378.855	860.483	-117.660	1601.123	853.731	-79.933	1410.869	1020.057	-274.295	1106.232	773.116	-289.620	1062.252	927.381	-79.722	1133.970	842.352	-87.932	1133.961	1051.138	-235.176	1194.537	745.928	-273.806	1165.529	1034.715	-144.411	1604.354	722.657	-222.292	1570.473	0.000	0.000	0.000	1074.882	-318.629	833.755	1034.313	-312.257	727.436	1060.036	-367.024	750.818	913.587	-401.725	610.626	1033.911	-407.718	612.937	1043.546	-470.719	480.905	1042.897	-414.672	463.415	1034.347	-438.708	381.464	1034.128	-494.538	394.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	744.624	-166.754	788.388	724.571	-113.383	808.558	748.758	-73.508	735.962	754.050	-125.310	710.351	899.688	-42.716	583.434	781.169	-25.387	574.822	767.453	80.232	501.975	772.681	107.016	549.875	786.119	179.788	512.920	777.769	153.760	464.434	900.622	428.619	359.250	867.211	434.814	391.429	827.732	436.784	375.512	869.178	362.235	173.123	838.362	349.945	131.695	779.518	383.357	187.031	893.659	342.839	320.779	806.237	374.780	343.181	1014.010	-558.230	164.838	980.891	-486.881	582.907	824.705	-20.268	490.883
273	1.36000	897.009	-274.190	1549.266	910.798	-335.421	1378.301	860.989	-135.872	1600.375	854.514	-97.764	1410.164	1020.555	-292.697	1104.599	773.353	-308.367	1062.047	927.756	-98.395	1133.373	842.906	-106.909	1133.821	1050.788	-254.450	1193.793	746.391	-291.995	1165.730	1035.340	-162.783	1603.378	722.867	-240.105	1569.822	0.000	0.000	0.000	1077.671	-333.962	830.015	1033.977	-328.323	724.703	1061.459	-382.798	747.057	912.572	-417.917	608.148	1034.130	-423.537	610.357	1043.344	-486.624	478.780	1041.605	-430.691	460.496	1033.021	-455.033	378.555	1033.470	-511.037	391.687	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	745.768	-188.766	786.472	725.384	-135.216	805.987	749.163	-96.082	732.981	754.934	-148.205	707.969	900.162	-67.418	580.548	782.344	-49.692	572.476	768.419	57.793	502.896	773.930	83.282	551.517	787.366	157.030	516.482	778.761	132.209	467.384	901.002	410.197	368.207	868.054	416.108	401.177	828.466	418.153	385.664	866.496	346.077	181.844	835.196	334.361	140.695	777.128	366.998	197.340	893.412	324.742	328.412	806.242	356.580	352.618	1012.830	-575.944	162.544	980.552	-503.014	580.578	825.322	-43.387	488.533
274	1.36500	897.570	-292.000	1548.248	910.956	-353.157	1377.359	861.748	-154.126	1599.525	855.078	-115.574	1409.191	1020.998	-311.375	1102.733	773.536	-327.094	1061.586	928.134	-116.999	1132.395	843.420	-125.877	1133.281	1050.639	-273.723	1192.781	746.707	-310.058	1165.648	1036.179	-181.320	1602.130	723.021	-257.887	1568.692	0.000	0.000	0.000	1080.049	-349.248	826.573	1033.844	-344.962	722.095	1062.808	-398.829	743.990	911.557	-434.337	605.789	1034.189	-439.599	607.514	1042.621	-502.499	475.895	1040.615	-446.623	457.520	1031.844	-471.486	375.932	1032.776	-526.979	388.915	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	746.683	-210.714	784.407	725.987	-157.091	803.255	749.700	-118.766	729.725	755.514	-171.195	705.420	901.060	-91.860	577.251	783.404	-74.088	569.947	769.339	34.912	503.724	775.748	59.254	552.884	788.874	133.772	519.795	779.667	110.278	470.348	901.394	391.229	376.892	869.034	396.643	410.253	829.174	398.959	395.622	863.932	329.360	190.292	831.881	318.211	149.481	774.680	349.948	207.674	893.210	306.248	336.087	806.209	337.719	362.005	1011.552	-592.629	159.830	980.347	-519.221	577.963	826.094	-66.622	485.997
275	1.37000	898.014	-309.818	1546.825	911.072	-370.976	1376.136	862.439	-172.341	1598.422	856.030	-133.478	1407.909	1020.779	-329.735	1101.124	773.732	-345.789	1060.847	928.451	-135.633	1130.981	843.940	-144.884	1132.386	1050.638	-292.795	1191.419	746.934	-328.026	1165.296	1036.933	-199.453	1600.662	723.165	-275.685	1567.390	0.000	0.000	0.000	1082.237	-365.478	822.685	1033.957	-361.881	719.379	1063.699	-415.487	741.092	910.719	-451.045	603.397	1034.284	-455.588	604.692	1042.030	-518.172	472.774	1039.631	-462.183	454.412	1029.607	-486.905	373.062	1031.969	-542.585	385.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	746.916	-232.774	782.117	726.791	-178.891	800.411	750.222	-141.490	726.334	756.158	-194.218	702.747	902.062	-116.508	573.838	784.351	-98.774	567.127	770.302	11.742	504.401	776.790	34.751	554.359	790.504	109.979	522.931	780.606	87.929	472.916	901.764	371.558	385.385	869.925	376.631	419.291	829.646	379.064	405.347	861.200	311.970	198.702	828.268	301.248	158.306	771.657	331.810	217.961	892.857	287.162	343.377	806.275	318.217	371.142	1010.589	-608.518	156.549	980.241	-535.592	575.101	826.540	-90.113	483.247
276	1.37500	898.347	-327.621	1545.246	911.165	-388.787	1374.531	863.102	-190.437	1597.010	856.993	-151.352	1406.096	1020.854	-348.024	1099.006	773.967	-364.534	1059.890	928.743	-154.103	1129.125	844.340	-163.815	1131.063	1050.897	-311.650	1189.849	747.090	-345.876	1164.609	1037.744	-217.886	1599.008	723.359	-293.547	1565.682	0.000	0.000	0.000	1083.965	-382.125	819.175	1034.156	-379.083	716.720	1064.123	-432.643	738.382	909.863	-467.678	601.049	1033.957	-471.894	601.376	1040.917	-533.296	469.410	1038.856	-477.836	451.234	1029.901	-502.641	369.156	1030.960	-557.978	382.347	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	747.356	-254.904	779.774	727.289	-200.667	797.338	750.640	-164.241	722.743	756.714	-217.282	699.816	902.681	-141.249	570.037	785.177	-123.674	564.139	771.147	-11.807	504.809	779.054	9.653	555.105	792.084	85.841	525.839	781.466	65.246	475.270	901.873	351.242	393.612	870.452	355.885	428.109	829.812	358.059	415.031	858.333	294.036	206.816	824.719	283.824	166.784	769.166	313.470	227.864	892.623	267.631	350.490	807.023	298.588	379.703	1009.328	-623.567	152.910	980.095	-552.025	572.026	826.537	-113.923	480.506
